slang|||neu|||411|||Another term used for "information". Hence dialing 411 for information.|||Damn she's fine, I am gonna go get the 411 on her.|||1016,178
slang|||neu|||Quids In|||1. When you stand to make a lot of money from a bet or business venture.2. When your the likelihood of scoring with a particular woman is exceptionally high.|||1. Bill was quids in from his bet at the races2. "Mate, did you see the way that girl with the massive rack was looking at me? I'm quids in tonight"|||13,1
slang|||neu|||zinger|||1.  A witty comment.2.  To make love to an electrical outlet.|||I think captain pete is a little crusty from that last zinger.|||258,93
slang|||neu|||zinger|||A quick comment, laden with import, that hits "close to the bone". Usually, but not always, witty.|||A zinger! The boy got me with a zinger! From SCTV|||82,43
ref|||neu|||zinger|||A spike studded wasp enemy from Donkey Kong Country, Donkey Kong Country 2, and DK64.|||Flight of the Zinger.|||103,73
slang|||pos|||zinger|||A catchy phrase used to accompany fortunate events.Also seen in the t.v show Wizards of Waverly PlaceA word used whenever something good happens. Zinger could be equivalent to YES!, Boo ya, fuck yeah, awesome, cool, etc.Also similar to "Bazinga"Usually used with over exaggerated expression with a hand motion. (legs apart, fist clenched arm "punches" downwards. (kind of like a fist pump, but aimed down)|||example 1:hot girl: well, I've got to go, but you want my number?boy: sure-girl gives him her number, and leaves--boy turns around to his friends-"ZINGER!!!"example 2:Teacher: You were the only one to get perfect on your exam. Congratulations.Student: ZINGER!example 3:hot girl buys you a drinkZINGER!!!!!example 4:Person you look up to: yo man, your crew neck is some dope shit man! swagyou: ZINGER!Example 5:4 strippers, a giraffe, and a clown are waiting for you upstairs!ZINGER!|||33,7
slang|||neu|||zinger|||A finger slipped into the anus during oral sex to provide extra stimulation.|||"I ate her pussy for at least an hour, but she didn't get off until I gave her a zinger."|||110,108
slang|||neg|||zinger|||to zing somebody, make a crude insult.|||genevieve- that was a zinger|||48,46
slang|||neu|||zinger|||An unexpected boner.|||Man that foxy bit of skirt over there just sent up a zinger in my pants.|||3,2
slang|||neu|||Sortie|||A small group of people, usually 15 or under, gathered in a house to drink alcohol and have some fun. Like a party but with less people.|||Rob: Man, that party was off the heezay! Nick: Jess never turned up, it was a fucking sortie you cretin.|||17,7
slang|||neu|||Sortie|||an easy exit or a way out of something|||they are on regular sortie|||18,9
slang|||pos|||take the cake|||To be an extreme or special instance, as if it wins a cake for being so extreme or special. Usually used in the form "I have seen/heard a lot of (variable), but (this) takes the cake." A common, but aging phrase in Scandinavian languages.|||A: Did you see that girl?B: Yeah. I've seen a lot of girls in my life, but she takes the cake.A: I'd let her take the cake any day.B: You're an idiot.|||100,25
slang|||pos|||take the cake|||To win a prize; to be the winner|||Michael Moore takes the cake (literally)|||71,44
slang|||pos|||take the cake|||to deserve the highest honor or admiration|||The latest manipulated photo really takes the cake. (example of take the cake)|||21,12
slang|||neu|||take the cake|||One who "takes the cake" is the drunkest person(s) within the group.|||Who's going to take the cake tonight? Bobby. Bobby likes to party. He's taking the cake for sure|||14,24
slang|||pos|||take the cake|||To excell to the point of winning.  Originated from slaves "cakewalking," a dance to imitate and make fun of ballroom dancing.  Some slave owners would hold cakewalking competitions, and reward the winner with a piece of hoecake.|||"That boy can dance!--he's got what it takes to take the cake."|||9,21
slang|||neu|||on the hook|||A person who is "on the hook" will be overly infatuated with another person. The person who is the desired generally takes little notice (and often complete advantage) of the person who is on the hook.Often times the person who is on the hook is a back-up.Signs that you are on the hook:1) giving foot rubs2) making mixed tapes/cds/play lists3) making chocolate cake4) dropping everything at a moments notice to be with the other person.|||Ted: "Lisa came over last night and I gave her a foot rub as we watched a move."Marshall: "Are you guys dating now?"Ted: "No, she is still with her boyfriend, she is just looking for the right time to break the news."Marshall: "Dude, you are so on the hook."|||266,45
slang|||neg|||on the hook|||to be responsible for something, owe money|||When the Patriots did not cover the point spread in the Super Bowl, Dave was on the hook for $3000.|||51,37
slang|||neu|||on the hook|||The state of a car/truck that is being towed due to breaking down.|||"My uncle's Volvo is a piece of crap. I swear it spends more time on the hook than on the road."|||7,4
slang|||neg|||on the hook|||term used to describe a situation or happening that is indeed uncool.|||yea man i was gonna go to that bruce springstein concert but then i figured that shit would be on the hook.|||25,44
slang|||neg|||on the hook|||The opposite of off the hook, obviously, meaning: boring, stupid, not fun at all in the least bit.|||Yo, that party was on the hook, I'm gonna skirch, yup!|||16,41
abbr|||neu|||jmo|||Internet abbreviation for "just my opinion."|||Crack sucks, but that's JMO.|||211,59
slang|||pos|||jmo|||to be really cool and smart|||Seth was j-mo the other day.|||56,25
ref|||neu|||jmo|||Jim Morrison, rock legend, of the band The Doors.|||"J-Mo wrote that song when he was sober." "... Okay, so maybe he didn't write it."|||41,23
slang|||neu|||jmo|||The new gold dollars|||Jesse paid me with some J Mo.|||5,7
slang|||neg|||jmo|||Comes from the Latin words "Magnus Dorkcaus."  Today it can commonly be translated to Big Dork, The Accounting Steve Erkel, or Mr. Pocket Protector.  J-Mo can also refer to one who supports cheaters, commonly from the New England area, or the leader of the "I have a man crush on Tom Brady and Bill Belichick."|||Mommy I want to be like J-Mo.  I want to love the Patriots and qoute FASB's in my dreams.|||10,14
pname|||neu|||jmo|||Bass player for Disturbed, John Moyer's nickname.|||"J-Mo played lastnight"|||12,17
slang|||neg|||jmo|||The act of dumping weed killer over elderly ladies lawns in order to get revenge for an imagined or inconsequential slight.|||She sent me a letter about my garbage cans so I pulled a JMO.|||1,9
slang|||pos|||k-rad|||K-rad literally means 1000 times rad, just as a kbyte or kilobyte refers to around 1000 bytes. K-rad was made popular in the 1980s by computer hacker circles. The word 'rad' reffered to a radical act performed by a hacker which deserved congratulations. The term k-rad originated around the same time people started talking in numbers l1k3 th15. This type of language first started apearing on BBSes and FTP warez sites.|||I h4v3 +h3 m05+ 733+, k-r4d 5k1llz 0n th3 n3+!!!!!!!!!!!!!! (I have the most leet, k-rad skillz on the net!)|||313,149
slang|||pos|||k-rad|||(Kilo Rad) or (cool X 1000) Derived from Kilo (1000) * rad (see radical - meaning cool or amazing) In keeping with computer terminology, its use was popular on dialup bulletin board systems (BBSes) in the 80s and early 90s, frequented by first and second generation hackers and computer enthusiasts.|||I found this krad demon-dialer on a l33t bbs.|||59,19
ref|||neu|||k-rad|||Psychotic blonde alter-ego of Hiwatari Satoshi (of the manga D.N. Angel). He may be pure evil, but he's pretty damn hot for a psychopath.|||Krad is a Satoshi-molester.|||49,22
slang|||neu|||k-rad|||Short for "kilo rad", as in "kilo byte."  This is old school 1337 slang, first popularized on BBS's.|||h0KAY U K-RAD K00L GIE!|||70,44
slang|||neg|||k-rad|||pronounced "krod" the past tense verb form of the word "kra" which is also on urbandictionary.com|||I just krad all over your mom's face.|||3,2
slang|||pos|||k-rad|||Agreed.  (rad*1000) ... i read once that it was originally used by surfers/skaters in the early 80s.|||That shit is krad.|||14,13
slang|||pos|||k-rad|||Someone who has passed the normal level of "Rad"|||That was fuckin K rad|||28,28
slang|||neg|||rice|||An automobile that has been equipped with gawdy, unnesecary accessories, such as 3' high spoilers, loud and/or repulsive paint job and body work. Owners of such automobiles feel that these accessories make their car the best in the world, when in fact it is not.|||That Prelude over there is nice, but this here Civic ain't nothin but a ric mobile|||1320,368
abbr|||neg|||rice|||Race Inspired Cosmetic Enhancements. (R.I.C.E.)Parts put on cars to make them look fast, when they have no internal tuning, and are actually slow as hell. Parts usually consist of excessivley angular bodykits, large rear spoilers, neon, sponsor stickers, chrome rims, fake "coffee can" exhaust tips, and loud, annoying paint jobs and/or vynils. Sometimes parts are do-it-yourself installed and are basically duct taped to the car. Most commonly known for being done to Honda Civics, but can also be done to slow domestic vehicles, such as a Chevy Cavalier, etc.|||"Yo dog, did you see the Civic that guy was rollin' in? it was so rice." "This guy's got nothin' under the hood, it's just rice. Smoke him." "What a riceboy, I bet he thinks his neon adds 50 bhp!"|||972,230
slang|||neg|||rice|||v. To take a shitty jap car, add some Vtech stickers, spoiler, and fuck up the camber.|||I just spent $12000 ricing up a $8000 piece of shit.|||726,389
slang|||neu|||rice|||Rice: Another word for cocaine. This term was made famous by the Houston rapper RiFF RAFF aka JODY HiGHROLLER.|||Last night after we got home from the bar those 2 girls wanted to party so i brought the RiCE OUT.|||354,62
slang|||neu|||rice|||i) Food staple, ususally associated with asian countries but consumed worldwide. ii) A car, usually a late model of japanese origin, that has had numerous features added to it that may enhance its looks, but do nothing for its performance.Examples include "VTEC" and "Mugen" stickers, large spoilers, chrome wheels ( see also bling bling ), large diameter exhaust pipes, clear brake light lenses and lowered springs. iii) Individual features of a car noted in (ii) above|||i) "I'd like a number 24 with sweet & sour sauce, 3 spring rolls and a bowl of rice please" ii) Look at that Civic!. It's pure rice! iii) Don't put that huge spoiler on your car dude, it's 100% rice.|||428,205
slang|||neg|||rice|||All Show...No Go!  Modifying a car that is a piece to begin with, and doing nothing but body work to it in the end.  Most likely loud, and unreliable.|||Like at that piece, how much money do you think he put in that rice?|||282,161
slang|||neg|||rice|||To excessively modify and augment the physical appearance of sub compact economy vehicles in an attempt to make it them fast.  Examples include unsightly body kits, oversised mufflers, (which are actually detremental to performance) neon lighting, thousands of decals, and of course, twenty inch rims which are far too heavy for these vehicles to handle.|||Jimmy G thought he was "dopey-fresh" in his riced out Honda.  That was, until my Bronco used it as a ramp.|||167,82
slang|||neg|||Seppo|||Derogertory word used by the English and Australians for all American nationals. Derived from Rhyming slang (Septic Tank = Yank)|||Will those stupid seppos ever shut up bragging about how much lemonade they can drink?|||887,294
slang|||neg|||Seppo|||Slang for Americans - as septic tank rhymes with yank, but Americans are also full of shit like septic tanks|||This seppo would not shut up about NFL last week|||570,295
slang|||neg|||Seppo|||septic tank, rhyming slang for yank, an american person|||would of been a good palace if it wasn't full of seppo wankers|||434,293
slang|||neg|||Seppo|||Australian version of "American'.  Comes from rhyming slangYank = septic tank = "seppo" in the shortened form.  Common in Queensland!|||We don't like seppos here!!|||246,141
slang|||neg|||Seppo|||An Australian slang term for an American. Seppo being short for Septic, which in turn being short for "Septic Tank"|||"Did you hear how loud that seppo was on the train, what a dick"|||119,70
slang|||neg|||Seppo|||Word used by for Americans meaning "Septic Tank Yank", The word was bacically introduced because all Americans talk a load of shit.|||"I wish the Seppo would shut up"|||141,116
slang|||neg|||Seppo|||seppo (n.) seppos (n. pl.)Derogatory term used by British and especially Australians for all American nationals.Origins:1) Short for 'Separatist', i.e. 1776 separation from the Kingdom of Great Britain.2) Derived from rhyming slang (Septic Tank = Yank).|||1) In their country, seppos give tips regardless of the poor service.2) My grandad was stationed in Pacific with the seppos during the second world war.3) Person A: I am from HungaryPerson B: Is that even a country? I know that Europe is a country...Person C (to Person A): Don't worry, she's just another typical seppo.|||39,19
slang|||neg|||No big deal|||Used to sarcastically act like you aren't trying to brag about something that isn't worth bragging about. Should make it seem like you are bragging about it. Usually said in a sarcastic tone. Not to be used when something actually is a big deal.|||Starbucks lady: "Total is $4.23"Me as I hand her $4.23: "Exact change, no big deal"orGirlfriend walks in, me on the computerMe: "Just checking the spiderman forums, no big deal."|||72,21
slang|||neu|||No big deal|||1. not a problem2. a person or thing that does not give one a reason to worry|||Don't mind the window, it's no big deal.|||26,16
noise|||neu|||No big deal|||Key phrase of the one and only Samantha Fett|||You have an excuse for everything" "No Big Deal|||7,12
slang|||neu|||No big deal|||something said after something amazing has been accomplished, usual said in a sarcastic to make ones self seem modest when in reality one is bragging. usually followed by "'cept it is"|||i just got a 100 on my test! no big deal, 'cept it is|||16,23
slang|||neu|||No big deal|||It's not a big deal.|||No big deal but I'm pretty much a big deal.|||6,14
slang|||neg|||Hood Beast|||(ADJ.) A girl that has vulgar dialect and horrible behavior. One that likes to take her aggressions out on all around her in a rude fashion.|||That Hood Beast just kicked a dent into my door!|||2,1
slang|||neg|||Swamp Donkey|||A very ugly, usually fat girl who hangs around in bars and clubs waiting to sexually assault males who are too drunk to defend themselves.|||"Damn! Look at her! What a swamp donkey!"|||4581,1291
slang|||neg|||Swamp Donkey|||A swamp-donkey is a girl that gets guys that for some reason cant say no to any pussy no matter how smelly,repulsive,and blubber infested,it is. the swamp-donkey is also known to try to inpregnate her self in order to keep the dumb ass that was stupid enough to fuck that low life,gag-amaggot,cockhound,  gutter-rat bitch!|||I cant belive jeremy had a baby by that swamp donkey heather.ya shes so fuckin ugly I wouldn't fuck her with a shot-gun well maybe a shot gun if loaded.Ha Ha that was not a joke.Seriously that bitch is so nasty you could run her over with a 18 wheeler and it would improve her looks.|||833,623
slang|||neg|||Swamp Donkey|||A really sloppy, annoying, and usually slightly overweight sorority girl. She's most likely the black sheep of the group. This girl will be the most drunk, the most forward, and the most not attractive.|||I hung out with Jess and her friends last night, but I had to leave because that swampdonkey friend of hers was all over me.|||328,232
slang|||neg|||Swamp Donkey|||A fat lady that hangs around by herself in clubs and bars looking for a dude thats drunk enough to hit her up...usually ugly, old, fat, disgusting, and incredibly socially inept!|||Man, check out that big group of swamp donkeys! There isnt enough beer in this whole bar to make me want that! Dude, I dare you to go pretend your drunk and show them your no-no spot! Then see if you can get them to buy me a drink!|||439,387
slang|||neg|||Swamp Donkey|||Woman so ugly you wouldn't touch her with a barge pole strapped to the end of a pole vault pole.|||Phil often woke up after a night on the beers finding himself next to a swampdonkey|||199,148
slang|||neg|||Swamp Donkey|||Latin: (Swampus-Donkus) Swamp Donkey: A very fat, obese women searching from bar to bar for anyone drunk enough to touch here. She is characterized by a very overgrown, winter busch, 4 bottles of perfume to cover up the cooter-stank, gunts and cankles are also very common in this beast. Can be found chain smoking and stuffing food in her mouth in between drags. Last one spooted in Hudson WI|||I was driving my mom to get some more chew tobacco, when I Swamp Donkey ran out in fron of me and totaled my car!|||187,137
slang|||neg|||Swamp Donkey|||A deeply unattractive woman||||||102,57
slang|||neu|||balls of steel|||Courageous, manly.|||*reaches down*  CLANG CLANG!|||536,93
slang|||pos|||balls of steel|||Extreme courage or manliness.|||Louie tried to prove that he had balls of steel by entering the boxing ring without wearing a protective cup, but then ended up losing his ability to reproduce when his opponent violated the standard universal boxing rules and uppercut him REALLY hard in the groin. Damn, this guy should be felt sorry for! That shit must've hurt like a living hell!      Mark H. Urban Author since February 2004|||195,54
pname|||neu|||balls of steel|||Stainless Steel Drink Coolers for Whiskey, which profits go towards men's testicular cancer research.|||Originalbos.com, Balls of Steel.|||77,12
slang|||neu|||balls of steel|||1.) A person completing a fearful goal.2.) A man who has a silver covered testie.3.) A man keeping his cool after being kicked, really hard, in the Balls|||1.) Frank: "Did you hear what Trevor just did?"Alex: "No, what?"Frank: "He walked into a haunted house. yelled, "I think that ghosts are pussies!!! I have balls of steel!"Alex: "What happened to him?"Frank: "I don't know, he didn't come out."2.) "You might not know this, but I have a ball of steel.""Prove it""I'll walk through the metal detector, I bet you 40$ that it'll ring or go off."3.) "Dan, you ok?""Yea, I've been kicked so many times in the balls, i have balls of steel."|||5,0
slang|||neg|||balls of steel|||Someone's balls that are so hard, that being kicked in the area doesn't affect him and he doesn't even feel it.|||Maria: "OMG, I just heard John has some balls of steel" Ashley: "I know! He let me play tennis on them last night."|||46,66
slang|||neu|||balls of steel|||Condition in which males are hit in the balls so much that they lose feeling in that area, so they are no effected by being hit there.|||Damn! That guy didn't even flinch! He has balls of steel!|||46,91
slang|||neu|||balls of steel|||Terminology for a man's sense of direction.|||Yep, my balls of steel got us trough there!|||35,95
slang|||neu|||lazy dog|||When you are having sexual intercourse doggy style and you push the girl down so she is lying flat on her stomach and you continue to have intercourse. (a variation of doggy style)|||I blew out my girl doggy style and wanted to tighten that up so I pushed her down and proceeded in the lazy dog position.|||159,76
slang|||neu|||lazy dog|||When in a doggy style position with your girl you both fall over at the same time from exhaustion while still inside her and keep having sex.|||Ron white came up with the lazy dog.|||51,36
slang|||neu|||lazy dog|||A sexual position where the giver and receiver lie on their sides and the giver enters the receiver from behind. This position can either be initiated on its own, or can begin from the Doggystyle position. When beginning from the Doggystyle position, the two dogs simply fall over on their sides.The Lazy Dog is the first step in the modified Cave Canem. In this instance it precedes Doggystyle.|||I was so tired from work, all I could do was the Lazy Dog last night.|||45,53
slang|||neu|||Kram|||To smoke weed/ganja/herb etc|||I'm gonna go kram a coner. I've been kraming allday, I can't go for a picnic with your grandma. Lets have a quick kram on that then I'll let you have your tortoise back.|||211,94
slang|||pos|||Kram|||Swedish word for "hug" often used in the end of mails.|||Hope to see you soon!Kram/Sofie|||89,39
slang|||neu|||Kram|||To become a 'Kram', and or to get 'Krammed' is to test the limits of ones liver by means of alcohol consumption. One must first except and believe that there lies a state of intoxication beyond drunk, wasted, hammered etc. To classify as a ‘Kram’ all four of the following requirements must be met. 1. The ability to consume more liquor than any fellow drinkers at a social gathering.2. Conscious urination must occur more than twice in one night.3. Incomprehensible verbal communication with droop projectiles.4. Once the ‘Kram’ has passed out they sleep with one eye half open, puke décor on his/her shirt with a lingering urine order. People are often found ‘Krammed’ North of the Canadian USA boarder.|||A prime example of a ‘Kram’ is a French Canadian of Serbian decent.|||67,40
slang|||neu|||Kram|||Mark spelt backwards! That's it.|||"My name isn't Kram."|||53,33
slang|||neu|||Kram|||Kram is some sort of creature nothing like anybody has ever seen or heard of before. He tends to come out at night and wreak havoc in the Urban areas. But he has also been seen on college campus's across the US. Rumor has it, during the day he hides amongst a family acting as a son named Mark, but this is just speculation.|||Kram was seen puking in a dumpster last nite!!!|||27,9
pname|||neu|||Kram|||Drummer and singer of 3-piece Aussie rock band, Spiderbait.|||Kram r0xx0rz teh sh1znit.|||14,20
slang|||neu|||Kram|||The ultimate hug of love.|||Do you want a kram? Mary kramar Phil|||13,21
common|||neu|||snooker|||A British leisure game similar to billiards (invented before billiards) where you try to hit each colored ball into one of the six pockets.|||Snooker is a pretty fun game to play.|||132,44
slang|||neu|||snooker|||1. n. billiard game played on a large table.2. v. act of playing a safety shot in this billiard game.  The verb form snookered is not to be confused with the noun form snooker. Also these terms are not to be confused with the UK common slang word snooks, which refers to a stupid person.|||T: You wanna play some snooker (1)?J: sure!T: I'm gonna snooker (2) you.J: no way, you snooks|||76,24
nodef|||neu|||snooker|||The single god-word to say when your unsuspecting, casual pool-playing friends ask if you know how to play their game.|||(when playing 8-ball)Bob & Friends: Hey Joe, do you know how to use that cue?Joe: I play snooker.Bob & Friends: Holy shittt! Everybody, pull back your wagers, quick time!|||31,15
common|||neu|||snooker|||It is a sport requiring the highest level of, practice, accuracy, patience, determination and positivity that can be imagined. I could say I dislike the physical play of the game too, but I don't watch it for that. I watch it to witness things other people only wish they could pull off doing anything else in the world. Facing odds only masters of their own fates can prevail against. Saying it is lame is just an empty opinion. (:|||This younger snooker player is of a rare kind. Over many many years, you will always come across this type at least once, where he brings his ''Practice Table Game'' to the championship games, some say, the most dangerous player is the player, playing just for fun. Winners of any world championship are living proof that they are masters of their own fates.|||19,7
slang|||neg|||snooker|||to cheat somebody, to trick him or her|||"You snookered him! Bravo!"|||19,18
slang|||pos|||snooker|||Someone that is very cute and funny.|||Wow!! He's really a snooker.|||5,6
nodef|||neu|||snooker|||bigger than pool|||its bigger than pool|||41,44
slang|||neg|||hoe|||1. A skank2. A woman that is too loose in the booty.3. Woman or man that fuck anything with two legs.4. A promiscuous person.syn: slut|||Don't marry that hoe, she sucked too many dicks and you know the old saying, you can't turn a whore into a housewife.|||12741,6813
common|||neu|||hoe|||A garden tool similar to a rake.|||John is having a good old hoe in the garden.|||8352,5042
slang|||neg|||hoe|||1. a woman who is "easy", and will fuck    just about anything with a heartbeat.2. a tool for breaking earth, usually used in gardening.|||"In Texas you got cows, tractors and hoes, in New York, you just got the hoes"|||5879,4036
slang|||neg|||hoe|||Misspelling of 'ho' (short for 'whore'), confused with a tool for gardening.|||Guy #1: Look she's a hoe!Guy #2: No dude, she's a ho.|||3657,2905
slang|||neg|||hoe|||Short for Whore|||Man, she is such a hoe.|||1124,871
